dataset,filename,filepath,speaker,raw_label,emotion,sample_rate,duration
ravdess,03-01-04-01-02-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-04-01-02-01-01.wav,01,04,Sad,16000,1.536
ravdess,03-01-04-01-02-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-04-01-02-02-01.wav,01,04,Sad,16000,1.472
ravdess,03-01-04-02-01-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-04-02-01-01-01.wav,01,04,Sad,16000,1.888
ravdess,03-01-04-02-01-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-04-02-01-02-01.wav,01,04,Sad,16000,1.728
ravdess,03-01-04-02-02-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-04-02-02-01-01.wav,01,04,Sad,16000,1.792
ravdess,03-01-04-02-02-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-04-02-02-02-01.wav,01,04,Sad,16000,1.792
ravdess,03-01-05-01-01-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-05-01-01-01-01.wav,01,05,Angry,16000,1.92
ravdess,03-01-05-01-01-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-05-01-01-02-01.wav,01,05,Angry,16000,2.048
ravdess,03-01-05-01-02-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-05-01-02-01-01.wav,01,05,Angry,16000,1.568
ravdess,03-01-05-01-02-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-05-01-02-02-01.wav,01,05,Angry,16000,1.792
ravdess,03-01-05-02-01-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-05-02-01-01-01.wav,01,05,Angry,16000,2.08
ravdess,03-01-05-02-01-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-05-02-01-02-01.wav,01,05,Angry,16000,3.2
ravdess,03-01-05-02-02-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-05-02-02-01-01.wav,01,05,Angry,16000,2.112
ravdess,03-01-05-02-02-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-05-02-02-02-01.wav,01,05,Angry,16000,2.4
ravdess,03-01-06-01-01-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-06-01-01-01-01.wav,01,06,Fear,16000,1.728
ravdess,03-01-06-01-01-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-06-01-01-02-01.wav,01,06,Fear,16000,1.76
ravdess,03-01-06-01-02-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-06-01-02-01-01.wav,01,06,Fear,16000,3.4048125
ravdess,03-01-06-01-02-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-06-01-02-02-01.wav,01,06,Fear,16000,1.952
ravdess,03-01-06-02-01-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-06-02-01-01-01.wav,01,06,Fear,16000,2.88
ravdess,03-01-06-02-01-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-06-02-01-02-01.wav,01,06,Fear,16000,2.304
ravdess,03-01-06-02-02-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-06-02-02-01-01.wav,01,06,Fear,16000,1.824
ravdess,03-01-06-02-02-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-06-02-02-02-01.wav,01,06,Fear,16000,1.824
ravdess,03-01-07-01-01-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-07-01-01-01-01.wav,01,07,Disgust,16000,2.048
ravdess,03-01-07-01-01-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-07-01-01-02-01.wav,01,07,Disgust,16000,2.016
ravdess,03-01-07-01-02-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-07-01-02-01-01.wav,01,07,Disgust,16000,2.016
ravdess,03-01-07-01-02-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-07-01-02-02-01.wav,01,07,Disgust,16000,1.92
ravdess,03-01-07-02-01-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-07-02-01-01-01.wav,01,07,Disgust,16000,2.336
ravdess,03-01-07-02-01-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-07-02-01-02-01.wav,01,07,Disgust,16000,2.08
ravdess,03-01-07-02-02-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-07-02-02-01-01.wav,01,07,Disgust,16000,2.432
ravdess,03-01-07-02-02-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-07-02-02-02-01.wav,01,07,Disgust,16000,2.368
ravdess,03-01-08-01-01-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-08-01-01-01-01.wav,01,08,Surprise,16000,1.472
ravdess,03-01-08-01-01-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-08-01-01-02-01.wav,01,08,Surprise,16000,1.344
ravdess,03-01-08-01-02-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-08-01-02-01-01.wav,01,08,Surprise,16000,1.6
ravdess,03-01-08-01-02-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-08-01-02-02-01.wav,01,08,Surprise,16000,1.408
ravdess,03-01-08-02-01-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-08-02-01-01-01.wav,01,08,Surprise,16000,1.472
ravdess,03-01-08-02-01-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-08-02-01-02-01.wav,01,08,Surprise,16000,1.632
ravdess,03-01-08-02-02-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-08-02-02-01-01.wav,01,08,Surprise,16000,1.6
ravdess,03-01-08-02-02-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-08-02-02-02-01.wav,01,08,Surprise,16000,1.344
ravdess,03-01-01-01-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-01-01-01-01-02.wav,02,01,Neutral,16000,1.696
ravdess,03-01-01-01-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-01-01-01-02-02.wav,02,01,Neutral,16000,1.696
ravdess,03-01-01-01-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-01-01-02-01-02.wav,02,01,Neutral,16000,1.792
ravdess,03-01-01-01-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-01-01-02-02-02.wav,02,01,Neutral,16000,1.664
ravdess,03-01-03-01-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-03-01-01-01-02.wav,02,03,Happy,16000,1.632
ravdess,03-01-03-01-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-03-01-01-02-02.wav,02,03,Happy,16000,1.76
ravdess,03-01-03-01-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-03-01-02-01-02.wav,02,03,Happy,16000,1.824
ravdess,03-01-03-01-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-03-01-02-02-02.wav,02,03,Happy,16000,1.792
ravdess,03-01-03-02-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-03-02-01-01-02.wav,02,03,Happy,16000,1.632
ravdess,03-01-03-02-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-03-02-01-02-02.wav,02,03,Happy,16000,1.664
ravdess,03-01-03-02-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-03-02-02-01-02.wav,02,03,Happy,16000,1.728
ravdess,03-01-03-02-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-03-02-02-02-02.wav,02,03,Happy,16000,1.888
ravdess,03-01-04-01-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-04-01-01-01-02.wav,02,04,Sad,16000,1.92
ravdess,03-01-04-01-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-04-01-01-02-02.wav,02,04,Sad,16000,1.856
ravdess,03-01-04-01-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-04-01-02-01-02.wav,02,04,Sad,16000,1.792
ravdess,03-01-04-01-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-04-01-02-02-02.wav,02,04,Sad,16000,1.856
ravdess,03-01-04-02-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-04-02-01-01-02.wav,02,04,Sad,16000,1.728
ravdess,03-01-04-02-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-04-02-01-02-02.wav,02,04,Sad,16000,1.856
ravdess,03-01-04-02-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-04-02-02-01-02.wav,02,04,Sad,16000,1.76
ravdess,03-01-04-02-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-04-02-02-02-02.wav,02,04,Sad,16000,1.76
ravdess,03-01-05-01-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-05-01-01-01-02.wav,02,05,Angry,16000,1.728
ravdess,03-01-05-01-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-05-01-01-02-02.wav,02,05,Angry,16000,1.952
ravdess,03-01-05-01-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-05-01-02-01-02.wav,02,05,Angry,16000,1.856
ravdess,03-01-05-01-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-05-01-02-02-02.wav,02,05,Angry,16000,1.856
ravdess,03-01-05-02-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-05-02-01-01-02.wav,02,05,Angry,16000,1.92
ravdess,03-01-05-02-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-05-02-01-02-02.wav,02,05,Angry,16000,1.984
ravdess,03-01-05-02-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-05-02-02-01-02.wav,02,05,Angry,16000,1.952
ravdess,03-01-05-02-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-05-02-02-02-02.wav,02,05,Angry,16000,2.048
ravdess,03-01-06-01-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-06-01-01-01-02.wav,02,06,Fear,16000,1.696
ravdess,03-01-06-01-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-06-01-01-02-02.wav,02,06,Fear,16000,1.76
ravdess,03-01-06-01-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-06-01-02-01-02.wav,02,06,Fear,16000,1.76
ravdess,03-01-06-01-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-06-01-02-02-02.wav,02,06,Fear,16000,1.792
ravdess,03-01-06-02-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-06-02-01-01-02.wav,02,06,Fear,16000,1.76
ravdess,03-01-06-02-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-06-02-01-02-02.wav,02,06,Fear,16000,1.632
ravdess,03-01-06-02-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-06-02-02-01-02.wav,02,06,Fear,16000,1.6
ravdess,03-01-06-02-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-06-02-02-02-02.wav,02,06,Fear,16000,1.6
ravdess,03-01-07-01-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-07-01-01-01-02.wav,02,07,Disgust,16000,1.856
ravdess,03-01-07-01-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-07-01-01-02-02.wav,02,07,Disgust,16000,1.728
ravdess,03-01-07-01-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-07-01-02-01-02.wav,02,07,Disgust,16000,1.984
ravdess,03-01-07-01-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-07-01-02-02-02.wav,02,07,Disgust,16000,1.888
ravdess,03-01-07-02-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-07-02-01-01-02.wav,02,07,Disgust,16000,2.208
ravdess,03-01-07-02-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-07-02-01-02-02.wav,02,07,Disgust,16000,2.08
ravdess,03-01-07-02-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-07-02-02-01-02.wav,02,07,Disgust,16000,2.112
ravdess,03-01-07-02-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-07-02-02-02-02.wav,02,07,Disgust,16000,2.08
ravdess,03-01-08-01-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-08-01-01-01-02.wav,02,08,Surprise,16000,1.536
ravdess,03-01-08-01-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-08-01-01-02-02.wav,02,08,Surprise,16000,1.632
ravdess,03-01-08-01-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-08-01-02-01-02.wav,02,08,Surprise,16000,1.632
ravdess,03-01-08-01-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-08-01-02-02-02.wav,02,08,Surprise,16000,1.6
ravdess,03-01-08-02-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-08-02-01-01-02.wav,02,08,Surprise,16000,1.792
ravdess,03-01-08-02-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-08-02-01-02-02.wav,02,08,Surprise,16000,1.824
ravdess,03-01-08-02-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-08-02-02-01-02.wav,02,08,Surprise,16000,1.792
ravdess,03-01-08-02-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-08-02-02-02-02.wav,02,08,Surprise,16000,1.856
ravdess,03-01-01-01-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-01-01-01-01-03.wav,03,01,Neutral,16000,1.568
ravdess,03-01-01-01-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-01-01-01-02-03.wav,03,01,Neutral,16000,1.632
ravdess,03-01-01-01-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-01-01-02-01-03.wav,03,01,Neutral,16000,1.632
ravdess,03-01-01-01-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-01-01-02-02-03.wav,03,01,Neutral,16000,1.568
ravdess,03-01-03-01-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-03-01-01-01-03.wav,03,03,Happy,16000,1.888
ravdess,03-01-03-01-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-03-01-01-02-03.wav,03,03,Happy,16000,1.824
ravdess,03-01-03-01-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-03-01-02-01-03.wav,03,03,Happy,16000,1.696
ravdess,03-01-03-01-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-03-01-02-02-03.wav,03,03,Happy,16000,1.664
ravdess,03-01-03-02-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-03-02-01-01-03.wav,03,03,Happy,16000,2.4
ravdess,03-01-03-02-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-03-02-01-02-03.wav,03,03,Happy,16000,2.528
ravdess,03-01-03-02-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-03-02-02-01-03.wav,03,03,Happy,16000,2.848
ravdess,03-01-03-02-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-03-02-02-02-03.wav,03,03,Happy,16000,2.272
ravdess,03-01-04-01-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-04-01-01-01-03.wav,03,04,Sad,16000,1.888
ravdess,03-01-04-01-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-04-01-01-02-03.wav,03,04,Sad,16000,2.592
ravdess,03-01-04-01-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-04-01-02-01-03.wav,03,04,Sad,16000,2.336
ravdess,03-01-04-01-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-04-01-02-02-03.wav,03,04,Sad,16000,2.464
ravdess,03-01-04-02-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-04-02-01-01-03.wav,03,04,Sad,16000,2.592
ravdess,03-01-04-02-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-04-02-01-02-03.wav,03,04,Sad,16000,2.848
ravdess,03-01-04-02-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-04-02-02-01-03.wav,03,04,Sad,16000,3.214125
ravdess,03-01-04-02-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-04-02-02-02-03.wav,03,04,Sad,16000,2.592
ravdess,03-01-05-01-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-05-01-01-01-03.wav,03,05,Angry,16000,2.112
ravdess,03-01-05-01-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-05-01-01-02-03.wav,03,05,Angry,16000,2.176
ravdess,03-01-05-01-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-05-01-02-01-03.wav,03,05,Angry,16000,1.984
ravdess,03-01-05-01-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-05-01-02-02-03.wav,03,05,Angry,16000,2.8771875
ravdess,03-01-05-02-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-05-02-01-01-03.wav,03,05,Angry,16000,2.496
ravdess,03-01-05-02-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-05-02-01-02-03.wav,03,05,Angry,16000,2.528
ravdess,03-01-05-02-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-05-02-02-01-03.wav,03,05,Angry,16000,2.368
ravdess,03-01-05-02-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-05-02-02-02-03.wav,03,05,Angry,16000,2.656
ravdess,03-01-06-01-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-06-01-01-01-03.wav,03,06,Fear,16000,2.176
ravdess,03-01-06-01-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-06-01-01-02-03.wav,03,06,Fear,16000,2.24
ravdess,03-01-06-01-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-06-01-02-01-03.wav,03,06,Fear,16000,1.664
ravdess,03-01-06-01-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-06-01-02-02-03.wav,03,06,Fear,16000,2.08
ravdess,03-01-06-02-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-06-02-01-01-03.wav,03,06,Fear,16000,2.88
ravdess,03-01-06-02-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-06-02-01-02-03.wav,03,06,Fear,16000,2.592
ravdess,03-01-06-02-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-06-02-02-01-03.wav,03,06,Fear,16000,2.016
ravdess,03-01-06-02-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-06-02-02-02-03.wav,03,06,Fear,16000,2.56
ravdess,03-01-07-01-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-07-01-01-01-03.wav,03,07,Disgust,16000,3.296
ravdess,03-01-07-01-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-07-01-01-02-03.wav,03,07,Disgust,16000,2.112
ravdess,03-01-07-01-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-07-01-02-01-03.wav,03,07,Disgust,16000,1.92
ravdess,03-01-07-01-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-07-01-02-02-03.wav,03,07,Disgust,16000,2.144
ravdess,03-01-07-02-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-07-02-01-01-03.wav,03,07,Disgust,16000,2.496
ravdess,03-01-07-02-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-07-02-01-02-03.wav,03,07,Disgust,16000,3.616
ravdess,03-01-07-02-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-07-02-02-01-03.wav,03,07,Disgust,16000,3.072
ravdess,03-01-07-02-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-07-02-02-02-03.wav,03,07,Disgust,16000,2.624
ravdess,03-01-08-01-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-08-01-01-01-03.wav,03,08,Surprise,16000,1.536
ravdess,03-01-08-01-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-08-01-01-02-03.wav,03,08,Surprise,16000,1.6
ravdess,03-01-08-01-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-08-01-02-01-03.wav,03,08,Surprise,16000,1.376
ravdess,03-01-08-01-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-08-01-02-02-03.wav,03,08,Surprise,16000,1.76
ravdess,03-01-08-02-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-08-02-01-01-03.wav,03,08,Surprise,16000,1.472
ravdess,03-01-08-02-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-08-02-01-02-03.wav,03,08,Surprise,16000,1.728
ravdess,03-01-08-02-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-08-02-02-01-03.wav,03,08,Surprise,16000,1.632
ravdess,03-01-08-02-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-08-02-02-02-03.wav,03,08,Surprise,16000,1.376
ravdess,03-01-01-01-01-01-04.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_04/03-01-01-01-01-01-04.wav,04,01,Neutral,16000,1.44
ravdess,03-01-01-01-01-02-04.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_04/03-01-01-01-01-02-04.wav,04,01,Neutral,16000,1.472
ravdess,03-01-01-01-02-01-04.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_04/03-01-01-01-02-01-04.wav,04,01,Neutral,16000,1.344
ravdess,03-01-01-01-02-02-04.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_04/03-01-01-01-02-02-04.wav,04,01,Neutral,16000,1.312
ravdess,03-01-03-01-01-01-04.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_04/03-01-03-01-01-01-04.wav,04,03,Happy,16000,1.6
ravdess,03-01-03-01-01-02-04.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_04/03-01-03-01-01-02-04.wav,04,03,Happy,16000,1.6
ravdess,03-01-03-01-02-01-04.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_04/03-01-03-01-02-01-04.wav,04,03,Happy,16000,1.6
ravdess,03-01-03-01-02-02-04.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_04/03-01-03-01-02-02-04.wav,04,03,Happy,16000,1.536
ravdess,03-01-03-02-01-01-04.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_04/03-01-03-02-01-01-04.wav,04,03,Happy,16000,1.888
