dataset,filename,filepath,speaker,raw_label,emotion,sample_rate,duration,augmentation
ravdess,03-01-05-02-02-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-05-02-02-01-01.wav,01,05,Angry,16000,2.112,noise_pitch
ravdess,03-01-05-02-02-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-05-02-02-02-01.wav,01,05,Angry,16000,2.4,noise_pitch
ravdess,03-01-06-01-01-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-06-01-01-01-01.wav,01,06,Fear,16000,1.728,noise_pitch
ravdess,03-01-06-01-01-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-06-01-01-02-01.wav,01,06,Fear,16000,1.76,noise_pitch
ravdess,03-01-06-01-02-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-06-01-02-01-01.wav,01,06,Fear,16000,3.4048125,noise_pitch
ravdess,03-01-06-01-02-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-06-01-02-02-01.wav,01,06,Fear,16000,1.952,noise_pitch
ravdess,03-01-06-02-01-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-06-02-01-01-01.wav,01,06,Fear,16000,2.88,noise_pitch
ravdess,03-01-06-02-01-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-06-02-01-02-01.wav,01,06,Fear,16000,2.304,noise_pitch
ravdess,03-01-06-02-02-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-06-02-02-01-01.wav,01,06,Fear,16000,1.824,noise_pitch
ravdess,03-01-06-02-02-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-06-02-02-02-01.wav,01,06,Fear,16000,1.824,noise_pitch
ravdess,03-01-07-01-01-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-07-01-01-01-01.wav,01,07,Disgust,16000,2.048,noise_pitch
ravdess,03-01-07-01-01-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-07-01-01-02-01.wav,01,07,Disgust,16000,2.016,noise_pitch
ravdess,03-01-07-01-02-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-07-01-02-01-01.wav,01,07,Disgust,16000,2.016,noise_pitch
ravdess,03-01-07-01-02-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-07-01-02-02-01.wav,01,07,Disgust,16000,1.92,noise_pitch
ravdess,03-01-07-02-01-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-07-02-01-01-01.wav,01,07,Disgust,16000,2.336,noise_pitch
ravdess,03-01-07-02-01-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-07-02-01-02-01.wav,01,07,Disgust,16000,2.08,noise_pitch
ravdess,03-01-07-02-02-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-07-02-02-01-01.wav,01,07,Disgust,16000,2.432,noise_pitch
ravdess,03-01-07-02-02-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-07-02-02-02-01.wav,01,07,Disgust,16000,2.368,noise_pitch
ravdess,03-01-08-01-01-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-08-01-01-01-01.wav,01,08,Surprise,16000,1.472,noise_pitch
ravdess,03-01-08-01-01-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-08-01-01-02-01.wav,01,08,Surprise,16000,1.344,noise_pitch
ravdess,03-01-08-01-02-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-08-01-02-01-01.wav,01,08,Surprise,16000,1.6,noise_pitch
ravdess,03-01-08-01-02-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-08-01-02-02-01.wav,01,08,Surprise,16000,1.408,noise_pitch
ravdess,03-01-08-02-01-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-08-02-01-01-01.wav,01,08,Surprise,16000,1.472,noise_pitch
ravdess,03-01-08-02-01-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-08-02-01-02-01.wav,01,08,Surprise,16000,1.632,noise_pitch
ravdess,03-01-08-02-02-01-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-08-02-02-01-01.wav,01,08,Surprise,16000,1.6,noise_pitch
ravdess,03-01-08-02-02-02-01.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_01/03-01-08-02-02-02-01.wav,01,08,Surprise,16000,1.344,noise_pitch
ravdess,03-01-01-01-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-01-01-01-01-02.wav,02,01,Neutral,16000,1.696,noise_pitch
ravdess,03-01-01-01-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-01-01-01-02-02.wav,02,01,Neutral,16000,1.696,noise_pitch
ravdess,03-01-01-01-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-01-01-02-01-02.wav,02,01,Neutral,16000,1.792,noise_pitch
ravdess,03-01-01-01-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-01-01-02-02-02.wav,02,01,Neutral,16000,1.664,noise_pitch
ravdess,03-01-03-01-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-03-01-01-01-02.wav,02,03,Happy,16000,1.632,noise_pitch
ravdess,03-01-03-01-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-03-01-01-02-02.wav,02,03,Happy,16000,1.76,noise_pitch
ravdess,03-01-03-01-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-03-01-02-01-02.wav,02,03,Happy,16000,1.824,noise_pitch
ravdess,03-01-03-01-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-03-01-02-02-02.wav,02,03,Happy,16000,1.792,noise_pitch
ravdess,03-01-03-02-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-03-02-01-01-02.wav,02,03,Happy,16000,1.632,noise_pitch
ravdess,03-01-03-02-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-03-02-01-02-02.wav,02,03,Happy,16000,1.664,noise_pitch
ravdess,03-01-03-02-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-03-02-02-01-02.wav,02,03,Happy,16000,1.728,noise_pitch
ravdess,03-01-03-02-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-03-02-02-02-02.wav,02,03,Happy,16000,1.888,noise_pitch
ravdess,03-01-04-01-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-04-01-01-01-02.wav,02,04,Sad,16000,1.92,noise_pitch
ravdess,03-01-04-01-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-04-01-01-02-02.wav,02,04,Sad,16000,1.856,noise_pitch
ravdess,03-01-04-01-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-04-01-02-01-02.wav,02,04,Sad,16000,1.792,noise_pitch
ravdess,03-01-04-01-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-04-01-02-02-02.wav,02,04,Sad,16000,1.856,noise_pitch
ravdess,03-01-04-02-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-04-02-01-01-02.wav,02,04,Sad,16000,1.728,noise_pitch
ravdess,03-01-04-02-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-04-02-01-02-02.wav,02,04,Sad,16000,1.856,noise_pitch
ravdess,03-01-04-02-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-04-02-02-01-02.wav,02,04,Sad,16000,1.76,noise_pitch
ravdess,03-01-04-02-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-04-02-02-02-02.wav,02,04,Sad,16000,1.76,noise_pitch
ravdess,03-01-05-01-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-05-01-01-01-02.wav,02,05,Angry,16000,1.728,noise_pitch
ravdess,03-01-05-01-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-05-01-01-02-02.wav,02,05,Angry,16000,1.952,noise_pitch
ravdess,03-01-05-01-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-05-01-02-01-02.wav,02,05,Angry,16000,1.856,noise_pitch
ravdess,03-01-05-01-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-05-01-02-02-02.wav,02,05,Angry,16000,1.856,noise_pitch
ravdess,03-01-05-02-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-05-02-01-01-02.wav,02,05,Angry,16000,1.92,noise_pitch
ravdess,03-01-05-02-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-05-02-01-02-02.wav,02,05,Angry,16000,1.984,noise_pitch
ravdess,03-01-05-02-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-05-02-02-01-02.wav,02,05,Angry,16000,1.952,noise_pitch
ravdess,03-01-05-02-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-05-02-02-02-02.wav,02,05,Angry,16000,2.048,noise_pitch
ravdess,03-01-06-01-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-06-01-01-01-02.wav,02,06,Fear,16000,1.696,noise_pitch
ravdess,03-01-06-01-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-06-01-01-02-02.wav,02,06,Fear,16000,1.76,noise_pitch
ravdess,03-01-06-01-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-06-01-02-01-02.wav,02,06,Fear,16000,1.76,noise_pitch
ravdess,03-01-06-01-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-06-01-02-02-02.wav,02,06,Fear,16000,1.792,noise_pitch
ravdess,03-01-06-02-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-06-02-01-01-02.wav,02,06,Fear,16000,1.76,noise_pitch
ravdess,03-01-06-02-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-06-02-01-02-02.wav,02,06,Fear,16000,1.632,noise_pitch
ravdess,03-01-06-02-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-06-02-02-01-02.wav,02,06,Fear,16000,1.6,noise_pitch
ravdess,03-01-06-02-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-06-02-02-02-02.wav,02,06,Fear,16000,1.6,noise_pitch
ravdess,03-01-07-01-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-07-01-01-01-02.wav,02,07,Disgust,16000,1.856,noise_pitch
ravdess,03-01-07-01-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-07-01-01-02-02.wav,02,07,Disgust,16000,1.728,noise_pitch
ravdess,03-01-07-01-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-07-01-02-01-02.wav,02,07,Disgust,16000,1.984,noise_pitch
ravdess,03-01-07-01-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-07-01-02-02-02.wav,02,07,Disgust,16000,1.888,noise_pitch
ravdess,03-01-07-02-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-07-02-01-01-02.wav,02,07,Disgust,16000,2.208,noise_pitch
ravdess,03-01-07-02-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-07-02-01-02-02.wav,02,07,Disgust,16000,2.08,noise_pitch
ravdess,03-01-07-02-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-07-02-02-01-02.wav,02,07,Disgust,16000,2.112,noise_pitch
ravdess,03-01-07-02-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-07-02-02-02-02.wav,02,07,Disgust,16000,2.08,noise_pitch
ravdess,03-01-08-01-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-08-01-01-01-02.wav,02,08,Surprise,16000,1.536,noise_pitch
ravdess,03-01-08-01-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-08-01-01-02-02.wav,02,08,Surprise,16000,1.632,noise_pitch
ravdess,03-01-08-01-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-08-01-02-01-02.wav,02,08,Surprise,16000,1.632,noise_pitch
ravdess,03-01-08-01-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-08-01-02-02-02.wav,02,08,Surprise,16000,1.6,noise_pitch
ravdess,03-01-08-02-01-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-08-02-01-01-02.wav,02,08,Surprise,16000,1.792,noise_pitch
ravdess,03-01-08-02-01-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-08-02-01-02-02.wav,02,08,Surprise,16000,1.824,noise_pitch
ravdess,03-01-08-02-02-01-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-08-02-02-01-02.wav,02,08,Surprise,16000,1.792,noise_pitch
ravdess,03-01-08-02-02-02-02.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_02/03-01-08-02-02-02-02.wav,02,08,Surprise,16000,1.856,noise_pitch
ravdess,03-01-01-01-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-01-01-01-01-03.wav,03,01,Neutral,16000,1.568,noise_pitch
ravdess,03-01-01-01-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-01-01-01-02-03.wav,03,01,Neutral,16000,1.632,noise_pitch
ravdess,03-01-01-01-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-01-01-02-01-03.wav,03,01,Neutral,16000,1.632,noise_pitch
ravdess,03-01-01-01-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-01-01-02-02-03.wav,03,01,Neutral,16000,1.568,noise_pitch
ravdess,03-01-03-01-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-03-01-01-01-03.wav,03,03,Happy,16000,1.888,noise_pitch
ravdess,03-01-03-01-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-03-01-01-02-03.wav,03,03,Happy,16000,1.824,noise_pitch
ravdess,03-01-03-01-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-03-01-02-01-03.wav,03,03,Happy,16000,1.696,noise_pitch
ravdess,03-01-03-01-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-03-01-02-02-03.wav,03,03,Happy,16000,1.664,noise_pitch
ravdess,03-01-03-02-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-03-02-01-01-03.wav,03,03,Happy,16000,2.4,noise_pitch
ravdess,03-01-03-02-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-03-02-01-02-03.wav,03,03,Happy,16000,2.528,noise_pitch
ravdess,03-01-03-02-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-03-02-02-01-03.wav,03,03,Happy,16000,2.848,noise_pitch
ravdess,03-01-03-02-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-03-02-02-02-03.wav,03,03,Happy,16000,2.272,noise_pitch
ravdess,03-01-04-01-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-04-01-01-01-03.wav,03,04,Sad,16000,1.888,noise_pitch
ravdess,03-01-04-01-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-04-01-01-02-03.wav,03,04,Sad,16000,2.592,noise_pitch
ravdess,03-01-04-01-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-04-01-02-01-03.wav,03,04,Sad,16000,2.336,noise_pitch
ravdess,03-01-04-01-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-04-01-02-02-03.wav,03,04,Sad,16000,2.464,noise_pitch
ravdess,03-01-04-02-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-04-02-01-01-03.wav,03,04,Sad,16000,2.592,noise_pitch
ravdess,03-01-04-02-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-04-02-01-02-03.wav,03,04,Sad,16000,2.848,noise_pitch
ravdess,03-01-04-02-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-04-02-02-01-03.wav,03,04,Sad,16000,3.214125,noise_pitch
ravdess,03-01-04-02-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-04-02-02-02-03.wav,03,04,Sad,16000,2.592,noise_pitch
ravdess,03-01-05-01-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-05-01-01-01-03.wav,03,05,Angry,16000,2.112,noise_pitch
ravdess,03-01-05-01-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-05-01-01-02-03.wav,03,05,Angry,16000,2.176,noise_pitch
ravdess,03-01-05-01-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-05-01-02-01-03.wav,03,05,Angry,16000,1.984,noise_pitch
ravdess,03-01-05-01-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-05-01-02-02-03.wav,03,05,Angry,16000,2.8771875,noise_pitch
ravdess,03-01-05-02-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-05-02-01-01-03.wav,03,05,Angry,16000,2.496,noise_pitch
ravdess,03-01-05-02-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-05-02-01-02-03.wav,03,05,Angry,16000,2.528,noise_pitch
ravdess,03-01-05-02-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-05-02-02-01-03.wav,03,05,Angry,16000,2.368,noise_pitch
ravdess,03-01-05-02-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-05-02-02-02-03.wav,03,05,Angry,16000,2.656,noise_pitch
ravdess,03-01-06-01-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-06-01-01-01-03.wav,03,06,Fear,16000,2.176,noise_pitch
ravdess,03-01-06-01-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-06-01-01-02-03.wav,03,06,Fear,16000,2.24,noise_pitch
ravdess,03-01-06-01-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-06-01-02-01-03.wav,03,06,Fear,16000,1.664,noise_pitch
ravdess,03-01-06-01-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-06-01-02-02-03.wav,03,06,Fear,16000,2.08,noise_pitch
ravdess,03-01-06-02-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-06-02-01-01-03.wav,03,06,Fear,16000,2.88,noise_pitch
ravdess,03-01-06-02-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-06-02-01-02-03.wav,03,06,Fear,16000,2.592,noise_pitch
ravdess,03-01-06-02-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-06-02-02-01-03.wav,03,06,Fear,16000,2.016,noise_pitch
ravdess,03-01-06-02-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-06-02-02-02-03.wav,03,06,Fear,16000,2.56,noise_pitch
ravdess,03-01-07-01-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-07-01-01-01-03.wav,03,07,Disgust,16000,3.296,noise_pitch
ravdess,03-01-07-01-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-07-01-01-02-03.wav,03,07,Disgust,16000,2.112,noise_pitch
ravdess,03-01-07-01-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-07-01-02-01-03.wav,03,07,Disgust,16000,1.92,noise_pitch
ravdess,03-01-07-01-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-07-01-02-02-03.wav,03,07,Disgust,16000,2.144,noise_pitch
ravdess,03-01-07-02-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-07-02-01-01-03.wav,03,07,Disgust,16000,2.496,noise_pitch
ravdess,03-01-07-02-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-07-02-01-02-03.wav,03,07,Disgust,16000,3.616,noise_pitch
ravdess,03-01-07-02-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-07-02-02-01-03.wav,03,07,Disgust,16000,3.072,noise_pitch
ravdess,03-01-07-02-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-07-02-02-02-03.wav,03,07,Disgust,16000,2.624,noise_pitch
ravdess,03-01-08-01-01-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-08-01-01-01-03.wav,03,08,Surprise,16000,1.536,noise_pitch
ravdess,03-01-08-01-01-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-08-01-01-02-03.wav,03,08,Surprise,16000,1.6,noise_pitch
ravdess,03-01-08-01-02-01-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-08-01-02-01-03.wav,03,08,Surprise,16000,1.376,noise_pitch
ravdess,03-01-08-01-02-02-03.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_03/03-01-08-01-02-02-03.wav,03,08,Surprise,16000,1.76,noise_pitch
